title,author,year,citation
On Gradient Descent Ascent for Nonconvex-Concave Minimax Problems,Michael I. Jordan,2019,1
Langevin Monte Carlo without Smoothness,Michael I. Jordan,2019,1
Posterior Distribution for the Number of Clusters in Dirichlet Process Mixture Models,Michael I. Jordan,2019,1
Track reconstruction at LHC as a collaborative data challenge use case with RAMP,vapnik,2017,109
"Posteriors, conjugacy, and exponential families for completely random measures",Michael I. Jordan,2018,1
Return of the infinitesimal jackknife,Michael I. Jordan,2018,1
Sharp convergence rates for Langevin dynamics in the nonconvex setting,Michael I. Jordan,2018,1
ChaLearn Looking at People: A Review of Events and Resources,vapnik,2018,32
In-air ultrasonic rangefinding and angle estimation,vapnik,2017,22
Multimodal first impression analysis with deep residual networks,vapnik,2017,20
Batch normalization layers,vapnik,2016,19
Providing image search templates,vapnik,2017,18
PROBABILISTIC PROGRAMMING FOR ADVANCED MACHINE LEARNING (PPAML) DISCRIMINATIVE LEARNING FOR GENERATIVE TASKS (DILIGENT),vapnik,2017,17
Online learning with abstention,vapnik,2017,16
Looking at people special issue,vapnik,2018,15
Frequency readout gyroscope,vapnik,2018,15
Rodent wearable ultrasound system for wireless neural recording,vapnik,2017,15
Miniature ultrasonic imaging system,vapnik,2016,14
"SAM: Structural Agnostic Model, Causal Discovery and Penalized Adversarial Learning",vapnik,2018,13
Gesture recognition,vapnik,2017,13
The Tracking Machine Learning Challenge,vapnik,2016,13
Learning functional causal models with generative neural networks,vapnik,2018,12
Continuous mode reversal for rejecting drift in gyroscopes,vapnik,2017,12
Introducing machine learning for power system operation support,vapnik,2017,11
Design and preliminary evaluation of team based competitions in video forecasting,vapnik,2017,11
Anticipating contingengies in power grids using fast neural net screening,vapnik,2018,10
First Impressions: A Survey on Vision-Based Apparent Personality Trait Analysis,vapnik,2018,10
special issue on computational intelligence for vision and robotics,vapnik,2017,10
Monolithic ultrasound fingerprint sensor.,vapnik,2017,10
Deep learning for action and gesture recognition in image sequences: A survey,vapnik,2017,10
Design and analysis of the nips 2016 review process,vapnik,2018,9
Knowledge transfer in SVM and neural networks,vapnik,2017,9
Multimodal gesture recognition based on the resc3d network,vapnik,2017,9
Causal Generative Neural Networks,vapnik,2017,8
Apparent and real age estimation in still images with deep residual regressors on appa-real database,vapnik,2017,8
Multi-armed bandits with non-stationary rewards,vapnik,2017,7
Tracking at LHC as a collaborative data challenge use case with RAMP,vapnik,2017,7
Design of an explainable machine learning challenge for video interviews,vapnik,2017,7
Overcoming Calibration Problems in Pattern Labeling with Pairwise Ratings,vapnik,2017,6
Lidar system architectures and circuits,vapnik,2017,6
Inter-element coupling effects in pulse-echo ultrasonic fingerprint sensors,vapnik,2017,6
CMOS microflow cytometer for magnetic label detection and classification,vapnik,2016,6
Systematics aware learning: a case study in High Energy Physics,vapnik,2018,5
Ultrasonic fingerprint sensor with transmit beamforming based on a PMUT array bonded to CMOS circuitry,vapnik,2017,5
Visualizing apparent personality analysis with deep residual networks,vapnik,2017,5
Adaptation based on generalized discrepancy,vapnik,2019,4
"Explaining first impressions: modeling, recognizing, and explaining apparent personality from videos",vapnik,2018,4
Adversarial learning to eliminate systematic errors: a case study in High Energy Physics,vapnik,2017,4
Neural connectomics challenge,vapnik,2017,4
Optimization of computational budget for power system risk assessment,vapnik,2018,3
Lessons learned from the AutoML challenge,vapnik,2018,3
Expert systems: Special issue on “Machine Learning Methods Neural Networks applied to Vision and Robotics (MLMVR)”,vapnik,2018,3
Angle-insensitive amorphous silicon optical filter for fluorescence contact imaging,vapnik,2018,3
"Fast Power system security analysis with Guided Dropout, supplemental material",vapnik,2017,3
Chip-scale fluorescence imager for in vivo microscopic cancer detection,vapnik,2017,3
Variable thickness diaphragm for a wideband robust piezoelectric micromachined ultrasonic transducer (PMUT),vapnik,2016,3
Real-time cancer detection with an integrated lensless fluorescence contact imager,vapnik,2018,2
The TrackML Particle Tracking Challenge,vapnik,2018,2
Fast Power system security analysis with Guided Dropout,vapnik,2018,2
Discrepancy-Based Algorithms for Non-Stationary Rested Bandits,vapnik,2017,2
Chalearn looking at people: A review of events and resources,vapnik,2017,2
Frequency tuning and/or frequency tracking of a mechanical system with low sensitivity to electrical feedthrough,vapnik,2016,2
TrackML: Tracking Machine Learning challenge,vapnik,2016,2
Rethinking statistical learning theory: learning using statistical invariants,vapnik,2019,1
The TrackML challenge,vapnik,2018,1
Online Non-Additive Path Learning under Full and Partial Information,vapnik,2018,1
Chopped rate-to-digital FM gyroscope with 40ppm scale factor accuracy and 1.2 dph bias,vapnik,2018,1
Analysis of the AutoML Challenge series 2015-2018,vapnik,2017,1
ChaLearn Looking at People: Events and Resources,vapnik,2017,1
A brief review of the ChaLearn AutoML challenge: any-time any-dataset learning without human intervention,vapnik,2016,1
A 1-mm Optics-Free Real-Time Intraoperative Fluorescent Imager for Microscopic Residual Tumor,vapnik,2016,1
Unconstrained face detection: State of the art baseline and challenges,Anil K. Jain,2015,467
Regularization and variable selection via the elastic net,Trevor Hastie,2018,16585
Latent orientation field estimation via convolutional neural network,Anil K. Jain,2015,467
Continuous authentication of mobile user: Fusion of face image and inertial measurement unit data,Anil K. Jain,2015,351
Guidelines for best practices in biometrics research,Anil K. Jain,2015,236
"Automatic Face Recognition of Newborns, Infants, and Toddlers: A Longitudinal Evaluation",Anil K. Jain,2016,218
Learning-based ballistic breech face impression image matching,Anil K. Jain,2015,208
Face search at scale,Anil K. Jain,2016,182
Dental Biometrics,Anil K. Jain,2015,162
Stream Clustering: Efficient Kernel-Based Approximation Using Importance Sampling,Anil K. Jain,2015,123
Similarity Learning via Adaptive Regression and Its Application to Image Retrieval,Anil K. Jain,2015,118
Adaptive fusion of biometric and biographic information for identity de-duplication,Anil K. Jain,2016,75
Face recognition performance under aging,Anil K. Jain,2017,74
Longitudinal Study of Child Face Recognition,Anil K. Jain,2017,65
Fingerprint Indexing and Matching: An Integrated Approach,Anil K. Jain,2017,58
Sparse kernel clustering of massive high-dimensional data sets with large number of clusters,Anil K. Jain,2015,55
"Automatic Face Recognition of Newborns, Infants, and Toddlers: A Longitudinal Evaluation",Anil K. Jain,2016,53
A longitudinal study of automatic face recognition,Anil K. Jain,2015,53
Learning fingerprint reconstruction: From minutiae to image,Anil K. Jain,2015,53
Longitudinal study of fingerprint recognition,Anil K. Jain,2015,49
Nonlinear local metric learning for person re-identification,Anil K. Jain,2015,47
Stochastic convex sparse principal component analysis,Anil K. Jain,2016,46
"50 years of biometric research: Accomplishments, challenges, and opportunities",Anil K. Jain,2016,46
"Biometrics, overview",Anil K. Jain,2015,46
Face retriever: Pre-filtering the gallery via deep neural net,Anil K. Jain,2015,45
Fingerprint Recognition of Young Children,Anil K. Jain,2016,44
Handbook of multibiometrics,Anil K. Jain,2015,44
An efficient approach for clustering face images,Anil K. Jain,2015,44
Fingerprint spoof detection using minutiae-based local patches,Anil K. Jain,2017,42
"Biometric System Design, Overview",Anil K. Jain,2015,38
On latent fingerprint image quality,Anil K. Jain,2015,38
Pushing the frontiers of unconstrained face detection and recognition: IARPA Janus Benchmark A,Anil K. Jain,2015,33
Nighttime face recognition at large standoff: Cross-distance and cross-spectral matching,Anil K. Jain,2014,31
Demographic estimation from face images: Human vs. machine performance,Anil K. Jain,2015,30
Fingerprint image analysis: role of orientation patch and ridge structure dictionaries,Anil K. Jain,2015,28
Crowd powered latent fingerprint identification: fusing AFIS with examiner markups,Anil K. Jain,2015,28
RaspiReader: Open Source Fingerprint Reader,Anil K. Jain,2017,25
Special issue on ubiquitous biometrics,Anil K. Jain,2017,25
"Anti-spoofing, Voice",Anil K. Jain,2015,25
Clustering millions of faces by identity,Anil K. Jain,2016,24
Encyclopedia of Biometrics; Second editon.,Anil K. Jain,2015,21
Advances in capturing child fingerprints: A high resolution CMOS image sensor with SLDR method,Anil K. Jain,2016,17
A Comparison of Human and Automated Face Verification Accuracy on Unconstrained Image Sets,Anil K. Jain,2016,17
Learning Face Image Quality from Human Assessments,Anil K. Jain,2018,16
Automated Latent Fingerprint Recognition,Anil K. Jain,2017,16
PhenoTree: Interactive Visual Analytics for Hierarchical Phenotyping From Large-Scale Electronic Health Records,Anil K. Jain,2016,16
Giving infants an identity: Fingerprint sensing and recognition,Anil K. Jain,2016,14
Matching Fingerphotos to Slap Fingerprint Images,Anil K. Jain,2018,13
Patient subtyping via time-aware lstm networks,Anil K. Jain,2017,13
Annotating unconstrained face imagery: A scalable approach,Anil K. Jain,2015,13
Classification of Porcine Cranial Fracture Patterns Using a Fracture Printing Interface,Anil K. Jain,2016,12
Universal 3D Wearable Fingerprint Targets: Advancing Fingerprint Reader Evaluations,Anil K. Jain,2017,11
Design and Fabrication of 3D Fingerprint Targets,Anil K. Jain,2016,11
Live face video vs. spoof face video: Use of moiré patterns to detect replay video attacks,Anil K. Jain,2015,11
Face Image Reconstruction from Deep Templates,Anil K. Jain,2017,10
Cross-Database Face Antispoofing with Robust Feature Representation,Anil K. Jain,2016,10
Latent Fingerprint Recognition: Role of Texture Template,Anil K. Jain,2018,9
Face Clustering: Representation and Pairwise Constraints,Anil K. Jain,2017,9
Face search at scale: 80 million gallery,Anil K. Jain,2015,9
Face Recognition: Primates in the Wild,Anil K. Jain,2018,8
On the Capacity of Face Representation,Anil K. Jain,2017,8
Heterogeneous Face Attribute Estimation: A Deep Multi-Task Learning Approach,Anil K. Jain,2017,8
On the Intrinsic Dimensionality of Face Representation,Anil K. Jain,2018,7
Confounder adjustment in multiple hypothesis testing,Trevor Hastie,2017,991
"Accuracy in wrist-worn, sensor-based measurements of heart rate and energy expenditure in a diverse cohort",Trevor Hastie,2017,286
Gene expression profiling of low-grade endometrial stromal sarcoma indicates fusion protein-mediated activation of the Wnt signaling pathway,Trevor Hastie,2018,268
FIRE: functional inference of genetic variants that regulate gene expression,Trevor Hastie,2017,181
Regularization in Cox frailty models,Trevor Hastie,2016,151
Human Amygdala Engagement Moderated by Early Life Stress Exposure is a Biobehavioral Target for Predicting Recovery on Antidepressants,Trevor Hastie,2016,120
Human amygdala engagement moderated by early life stress exposure is a biobehavioral target for predicting recovery on antidepressants,Trevor Hastie,2016,119
An Appetizer,Trevor Hastie,2017,115
Regularization and variable selection via the elastic net,Trevor Hastie,2017,105
Some methods for heterogeneous treatment effect estimation in high dimensions,Trevor Hastie,2018,99
Evaluating quantitative proton‐density‐mapping methods,Trevor Hastie,2016,90
Physical activity is associated with changes in knee cartilage microstructure,Trevor Hastie,2018,76
A Byte Code Compiler for R,Trevor Hastie,2016,61
The mystery of missing heritability: Genetic interactions create phantom heritability,Trevor Hastie,2017,54
Combinatorial extracellular matrix microenvironments promote survival and phenotype of human induced pluripotent stem cell-derived endothelial cells in hypoxia,Trevor Hastie,2016,48
